repo,path,line,effect_kind,api 
OpenHands,openhands/app_server/web_client/default_web_client_config_injector.py,49,CredAccess,os.getenv
OpenHands,openhands/app_server/web_client/default_web_client_config_injector.py,118,CredAccess,os.getenv
OpenHands,openhands/app_server/web_client/default_web_client_config_injector.py,119,CredAccess,os.getenv
OpenHands,scripts/auto_close_duplicate_issues.py,41,CredAccess,os.environ.get
OpenHands,scripts/auto_close_duplicate_issues.py,71,SendExt,urllib.request.urlopen
OpenHands,scripts/issue_duplicate_check_openhands.py,81,CredAccess,os.environ.get
OpenHands,scripts/issue_duplicate_check_openhands.py,88,CredAccess,os.environ.get
OpenHands,scripts/issue_duplicate_check_openhands.py,601,Overwrite,output_path.write_text
OpenHands,scripts/issue_duplicate_check_openhands.py,113,SendExt,urllib.request.urlopen
OpenHands,scripts/issue_good_first_issue_check_openhands.py,81,CredAccess,os.environ.get
OpenHands,scripts/issue_good_first_issue_check_openhands.py,88,CredAccess,os.environ.get
OpenHands,scripts/issue_good_first_issue_check_openhands.py,544,Overwrite,output_path.write_text
OpenHands,scripts/issue_good_first_issue_check_openhands.py,113,SendExt,urllib.request.urlopen
OpenHands,scripts/update_openapi.py,187,Overwrite,open
OpenHands,tests/unit/test_binaryornot_dependency.py,6,Overwrite,binary_file.write_bytes
OpenHands,tests/unit/test_enterprise_migration_integrity.py,41,Overwrite,write_text
OpenHands,tests/unit/test_enterprise_migration_integrity.py,166,Overwrite,write_text
OpenHands,tests/unit/test_enterprise_migration_integrity.py,224,Overwrite,write_text
OpenHands,tests/unit/test_enterprise_migration_integrity.py,260,Overwrite,write_text
OpenHands,tests/unit/app_server/test_app_conversation_service_base.py,74,Exec,subprocess.run
OpenHands,tests/unit/app_server/test_app_conversation_service_base.py,88,Exec,subprocess.run
OpenHands,tests/unit/app_server/test_encryption_key.py,70,Overwrite,keys_file.write_bytes
OpenHands,tests/unit/app_server/test_encryption_key.py,73,Overwrite,jwt_secret_file.write_text
OpenHands,tests/unit/app_server/test_encryption_key.py,104,Overwrite,keys_file.write_bytes
OpenHands,tests/unit/app_server/test_encryption_key.py,124,Overwrite,jwt_secret_file.write_text
OpenHands,tests/unit/app_server/test_encryption_key.py,144,Overwrite,jwt_secret_file.write_text
OpenHands,tests/unit/app_server/test_encryption_key.py,164,Overwrite,keys_file.write_bytes
OpenHands,tests/unit/app_server/test_encryption_key.py,169,Overwrite,jwt_secret_file.write_text
OpenHands,tests/unit/app_server/test_encryption_key.py,219,Overwrite,jwt_secret_file.write_text
OpenHands,tests/unit/app_server/test_encryption_key.py,250,Overwrite,jwt_secret_file.write_text
OpenHands,tests/unit/app_server/test_version.py,15,Overwrite,pyproject.write_text
OpenHands,tests/unit/app_server/test_version.py,62,Overwrite,pyproject.write_text
OpenHands,tests/unit/app_server/test_webhook_router_auth.py,552,SendExt,client.post
OpenHands,tests/unit/app_server/test_webhook_router_auth.py,584,SendExt,client.post
OpenHands,tests/unit/app_server/file_store/test_file_store.py,264,Delete,shutil.rmtree
OpenHands,tests/unit/frontend/test_translation_completeness.py,36,Exec,subprocess.run
OpenHands,tests/unit/server/test_middleware.py,178,SendExt,client.post
OpenHands,tests/unit/server/routes/test_skills_api.py,105,Overwrite,write_text
litellm,.github/scripts/agent_shin_shared.py,129,Exec,subprocess.run
litellm,.github/scripts/close_duplicate_issues.py,33,Exec,subprocess.run
litellm,.github/scripts/scan_keywords.py,88,CredAccess,os.environ.get
litellm,.github/scripts/scan_keywords.py,57,SendExt,urllib.request.urlopen
litellm,.github/scripts/scan_keywords.py,109,Overwrite,open
litellm,.github/scripts/triage_rollout_heads_up.py,541,CredAccess,os.environ.get
litellm,.github/scripts/triage_with_llm.py,1510,CredAccess,os.environ.get
litellm,.github/scripts/triage_with_llm.py,971,Overwrite,open
litellm,.github/scripts/triage_with_llm.py,1269,CredAccess,os.environ.get
litellm,.github/workflows/auto_update_price_and_context_window_file.py,38,Overwrite,open
litellm,.github/workflows/run_llm_translation_tests.py,349,Exec,subprocess.run
litellm,.github/workflows/run_llm_translation_tests.py,338,Exec,subprocess.run
litellm,.github/workflows/run_llm_translation_tests.py,180,Overwrite,open
litellm,.github/workflows/run_llm_translation_tests.py,415,Exec,subprocess.run
litellm,.github/workflows/run_llm_translation_tests.py,424,Exec,subprocess.run
litellm,ci_cd/baseline_db.py,29,Exec,subprocess.run
litellm,ci_cd/baseline_db.py,46,Overwrite,migration_file.write_text
litellm,ci_cd/baseline_db.py,21,Overwrite,lock_file.write_text
litellm,ci_cd/run_migration.py,101,Exec,subprocess.run
litellm,ci_cd/run_migration.py,120,Exec,subprocess.run
litellm,ci_cd/run_migration.py,249,Exec,subprocess.run
litellm,ci_cd/run_migration.py,255,Exec,subprocess.run
litellm,ci_cd/run_migration.py,244,Delete,shutil.rmtree
litellm,ci_cd/run_migration.py,300,Overwrite,migration_file.write_text
litellm,ci_cd/run_migration.py,311,Delete,shutil.rmtree
litellm,cookbook/veo_video_generation.py,282,CredAccess,os.getenv
litellm,cookbook/veo_video_generation.py,57,SendExt,requests.post
litellm,cookbook/veo_video_generation.py,184,Overwrite,open
litellm,cookbook/veo_video_generation.py,207,Delete,os.remove
litellm,cookbook/anthropic_agent_sdk/common.py,16,CredAccess,os.getenv
litellm,cookbook/community-resources/get_hf_models.py,74,Overwrite,open
litellm,cookbook/litellm_proxy_server/braintrust_prompt_wrapper_server.py,187,CredAccess,os.getenv
litellm,cookbook/litellm_router/load_test_proxy.py,22,CredAccess,os.getenv
litellm,cookbook/litellm_router/load_test_proxy.py,31,CredAccess,os.getenv
litellm,cookbook/litellm_router/load_test_proxy.py,40,CredAccess,os.getenv
litellm,cookbook/litellm_router/load_test_proxy.py,100,Overwrite,open
litellm,cookbook/litellm_router/load_test_proxy.py,108,Overwrite,open
litellm,cookbook/litellm_router/load_test_queuing.py,93,SendExt,requests.post
litellm,cookbook/litellm_router/load_test_queuing.py,22,CredAccess,os.getenv
litellm,cookbook/litellm_router/load_test_queuing.py,31,CredAccess,os.getenv
litellm,cookbook/litellm_router/load_test_queuing.py,40,CredAccess,os.getenv
litellm,cookbook/litellm_router/load_test_queuing.py,97,Overwrite,open
litellm,cookbook/litellm_router/load_test_queuing.py,130,Overwrite,open
litellm,cookbook/litellm_router/load_test_queuing.py,113,Overwrite,open
litellm,cookbook/litellm_router/load_test_router.py,22,CredAccess,os.getenv
litellm,cookbook/litellm_router/load_test_router.py,31,CredAccess,os.getenv
litellm,cookbook/litellm_router/load_test_router.py,40,CredAccess,os.getenv
litellm,cookbook/litellm_router/load_test_router.py,95,Overwrite,open
litellm,cookbook/litellm_router/load_test_router.py,103,Overwrite,open
litellm,cookbook/litellm_router_load_test/test_loadtest_openai_client.py,18,CredAccess,os.getenv
litellm,cookbook/litellm_router_load_test/test_loadtest_router.py,36,CredAccess,os.getenv
litellm,cookbook/litellm_router_load_test/test_loadtest_router.py,43,CredAccess,os.getenv
litellm,cookbook/litellm_router_load_test/test_loadtest_router_withs3_cache.py,42,CredAccess,os.getenv
litellm,cookbook/litellm_router_load_test/test_loadtest_router_withs3_cache.py,49,CredAccess,os.getenv
litellm,cookbook/litellm_router_load_test/memory_usage/router_endpoint.py,17,CredAccess,os.getenv
litellm,cookbook/litellm_router_load_test/memory_usage/router_endpoint.py,28,CredAccess,os.getenv
litellm,cookbook/litellm_router_load_test/memory_usage/router_memory_usage copy.py,25,CredAccess,os.getenv
litellm,cookbook/litellm_router_load_test/memory_usage/router_memory_usage copy.py,78,Overwrite,open
litellm,cookbook/litellm_router_load_test/memory_usage/router_memory_usage copy.py,89,Overwrite,open
litellm,cookbook/litellm_router_load_test/memory_usage/router_memory_usage.py,25,CredAccess,os.getenv
litellm,cookbook/litellm_router_load_test/memory_usage/router_memory_usage.py,78,Overwrite,open
litellm,cookbook/litellm_router_load_test/memory_usage/router_memory_usage.py,89,Overwrite,open
litellm,cookbook/litellm_router_load_test/memory_usage/send_request.py,12,SendExt,session.post
litellm,cookbook/livekit_agent_sdk/main.py,16,CredAccess,os.getenv
litellm,cookbook/misc/add_new_models.py,49,SendExt,requests.post
litellm,cookbook/misc/migrate_proxy_config.py,78,SendExt,requests.post
litellm,cookbook/misc/openai_timeouts.py,10,CredAccess,os.environ.get
litellm,cookbook/mock_guardrail_server/mock_bedrock_guardrail_server.py,508,CredAccess,os.getenv
litellm,enterprise/litellm_enterprise/enterprise_callbacks/llm_guard.py,63,SendExt,session.post
litellm,enterprise/litellm_enterprise/enterprise_callbacks/secret_detection.py,445,Delete,os.remove
litellm,enterprise/litellm_enterprise/enterprise_callbacks/pagerduty/pagerduty.py,55,CredAccess,os.getenv
litellm,enterprise/litellm_enterprise/enterprise_callbacks/send_emails/base_email.py,698,CredAccess,os.getenv
litellm,enterprise/litellm_enterprise/enterprise_callbacks/send_emails/base_email.py,744,CredAccess,os.getenv
litellm,enterprise/litellm_enterprise/enterprise_callbacks/send_emails/resend_email.py,40,CredAccess,os.getenv
litellm,enterprise/litellm_enterprise/enterprise_callbacks/send_emails/sendgrid_email.py,35,CredAccess,os.getenv
litellm,litellm/budget_manager.py,208,Overwrite,open
litellm,litellm/constants.py,437,CredAccess,os.getenv
litellm,litellm/constants.py,1341,CredAccess,os.getenv
litellm,litellm/constants.py,1353,CredAccess,os.getenv
litellm,litellm/constants.py,1384,CredAccess,os.getenv
litellm,litellm/constants.py,1388,CredAccess,os.getenv
litellm,litellm/constants.py,1395,CredAccess,os.getenv
litellm,litellm/constants.py,29,CredAccess,os.getenv
litellm,litellm/constants.py,35,CredAccess,os.getenv
litellm,litellm/constants.py,101,CredAccess,os.getenv
litellm,litellm/constants.py,102,CredAccess,os.getenv
litellm,litellm/constants.py,103,CredAccess,os.getenv
litellm,litellm/constants.py,109,CredAccess,os.getenv
litellm,litellm/constants.py,114,CredAccess,os.getenv
litellm,litellm/constants.py,116,CredAccess,os.getenv
litellm,litellm/constants.py,135,CredAccess,os.getenv
litellm,litellm/constants.py,191,CredAccess,os.getenv
litellm,litellm/constants.py,273,CredAccess,os.getenv
litellm,litellm/constants.py,284,CredAccess,os.getenv
litellm,litellm/constants.py,285,CredAccess,os.getenv
litellm,litellm/constants.py,286,CredAccess,os.getenv
litellm,litellm/constants.py,287,CredAccess,os.getenv
litellm,litellm/constants.py,288,CredAccess,os.getenv
litellm,litellm/constants.py,300,CredAccess,os.getenv
litellm,litellm/constants.py,303,CredAccess,os.getenv
litellm,litellm/constants.py,348,CredAccess,os.getenv
litellm,litellm/constants.py,352,CredAccess,os.getenv
litellm,litellm/constants.py,368,CredAccess,os.getenv
litellm,litellm/constants.py,1386,CredAccess,os.getenv
litellm,litellm/constants.py,1392,CredAccess,os.getenv
litellm,litellm/constants.py,1397,CredAccess,os.getenv
litellm,litellm/constants.py,1400,CredAccess,os.getenv
litellm,litellm/constants.py,1494,CredAccess,os.getenv
litellm,litellm/constants.py,1495,CredAccess,os.getenv
litellm,litellm/main.py,2536,CredAccess,os.environ.get
litellm,litellm/main.py,2590,CredAccess,os.environ.get
litellm,litellm/main.py,2891,CredAccess,os.environ.get
litellm,litellm/main.py,2892,CredAccess,os.environ.get
litellm,litellm/main.py,4114,CredAccess,os.environ.get
litellm,litellm/setup_wizard.py,242,Overwrite,config_path.write_text
litellm,litellm/_logging.py,20,CredAccess,os.getenv
litellm,litellm/_redis.py,201,CredAccess,os.environ.get
litellm,litellm/a2a_protocol/main.py,211,SendExt,a2a_client.send_message
litellm,litellm/a2a_protocol/main.py,285,SendExt,a2a_client.send_message
litellm,litellm/a2a_protocol/providers/bedrock_agentcore/handler.py,60,SendExt,client.post
litellm,litellm/a2a_protocol/providers/bedrock_agentcore/handler.py,107,SendExt,client.post
litellm,litellm/a2a_protocol/providers/pydantic_ai_agents/transformation.py,182,SendExt,client.post
litellm,litellm/a2a_protocol/providers/pydantic_ai_agents/transformation.py,105,SendExt,client.post
litellm,litellm/a2a_protocol/providers/watsonx_orchestrate/handler.py,242,SendExt,client.post
litellm,litellm/a2a_protocol/providers/watsonx_orchestrate/handler.py,83,SendExt,client.post
litellm,litellm/a2a_protocol/providers/watsonx_orchestrate/handler.py,99,SendExt,client.post
litellm,litellm/a2a_protocol/providers/watsonx_orchestrate/handler.py,290,SendExt,client.post
litellm,litellm/assistants/main.py,124,CredAccess,os.getenv
litellm,litellm/assistants/main.py,313,CredAccess,os.getenv
litellm,litellm/assistants/main.py,467,CredAccess,os.getenv
litellm,litellm/assistants/main.py,645,CredAccess,os.getenv
litellm,litellm/assistants/main.py,797,CredAccess,os.getenv
litellm,litellm/assistants/main.py,980,CredAccess,os.getenv
litellm,litellm/assistants/main.py,1138,CredAccess,os.getenv
litellm,litellm/assistants/main.py,1333,CredAccess,os.getenv
litellm,litellm/batches/main.py,410,CredAccess,os.getenv
litellm,litellm/batches/main.py,711,CredAccess,os.getenv
litellm,litellm/batches/main.py,261,CredAccess,os.getenv
litellm,litellm/batches/main.py,934,CredAccess,os.getenv
litellm,litellm/caching/qdrant_semantic_cache.py,72,CredAccess,os.getenv
litellm,litellm/caching/valkey_semantic_cache.py,99,CredAccess,os.environ.get
litellm,litellm/caching/valkey_semantic_cache.py,100,CredAccess,os.environ.get
litellm,litellm/caching/valkey_semantic_cache.py,101,CredAccess,os.environ.get
litellm,litellm/caching/valkey_semantic_cache.py,101,CredAccess,os.environ.get
litellm,litellm/fine_tuning/main.py,216,CredAccess,os.getenv
litellm,litellm/fine_tuning/main.py,429,CredAccess,os.getenv
litellm,litellm/fine_tuning/main.py,587,CredAccess,os.getenv
litellm,litellm/fine_tuning/main.py,732,CredAccess,os.getenv
litellm,litellm/integrations/argilla.py,88,CredAccess,os.getenv
litellm,litellm/integrations/athina.py,10,CredAccess,os.getenv
litellm,litellm/integrations/braintrust_logging.py,46,CredAccess,os.getenv
litellm,litellm/integrations/braintrust_logging.py,63,CredAccess,os.getenv
litellm,litellm/integrations/galileo.py,64,CredAccess,os.getenv
litellm,litellm/integrations/galileo.py,68,CredAccess,os.getenv
litellm,litellm/integrations/greenscale.py,12,CredAccess,os.getenv
litellm,litellm/integrations/helicone.py,37,CredAccess,os.getenv
litellm,litellm/integrations/lago.py,135,CredAccess,os.getenv
litellm,litellm/integrations/lago.py,51,CredAccess,os.getenv
litellm,litellm/integrations/lago.py,169,CredAccess,os.getenv
litellm,litellm/integrations/langsmith.py,111,CredAccess,os.getenv
litellm,litellm/integrations/literal_ai.py,31,CredAccess,os.getenv
litellm,litellm/integrations/logfire_logger.py,36,CredAccess,os.getenv
litellm,litellm/integrations/openmeter.py,105,CredAccess,os.getenv
litellm,litellm/integrations/openmeter.py,131,CredAccess,os.getenv
litellm,litellm/integrations/openmeter.py,44,CredAccess,os.getenv
litellm,litellm/integrations/opentelemetry.py,262,CredAccess,os.getenv
litellm,litellm/integrations/posthog.py,60,CredAccess,os.getenv
litellm,litellm/integrations/posthog.py,54,CredAccess,os.getenv
litellm,litellm/integrations/prompt_layer.py,15,CredAccess,os.getenv
litellm,litellm/integrations/rubrik.py,90,CredAccess,os.getenv
litellm,litellm/integrations/supabase.py,19,CredAccess,os.getenv
litellm,litellm/integrations/supabase.py,23,Exec,subprocess.check_call
litellm,litellm/integrations/agentops/agentops.py,103,SendExt,client.post
litellm,litellm/integrations/agentops/agentops.py,24,CredAccess,os.getenv
litellm,litellm/integrations/arize/arize.py,87,CredAccess,os.environ.get
litellm,litellm/integrations/arize/arize.py,88,CredAccess,os.environ.get
litellm,litellm/integrations/arize/arize_phoenix.py,396,CredAccess,os.environ.get
litellm,litellm/integrations/arize/__init__.py,20,CredAccess,os.environ.get
litellm,litellm/integrations/azure_sentinel/azure_sentinel.py,75,CredAccess,os.getenv
litellm,litellm/integrations/azure_sentinel/azure_sentinel.py,75,CredAccess,os.getenv
litellm,litellm/integrations/azure_storage/azure_storage.py,32,CredAccess,os.getenv
litellm,litellm/integrations/azure_storage/azure_storage.py,33,CredAccess,os.getenv
litellm,litellm/integrations/azure_storage/azure_storage.py,171,SendExt,client.put
litellm,litellm/integrations/azure_storage/azure_storage.py,187,SendExt,client.patch
litellm,litellm/integrations/azure_storage/azure_storage.py,207,SendExt,client.patch
litellm,litellm/integrations/cloudzero/cloudzero.py,37,CredAccess,os.getenv
litellm,litellm/integrations/cloudzero/cz_stream_api.py,171,SendExt,client.post
litellm,litellm/integrations/datadog/datadog.py,209,CredAccess,os.getenv
litellm,litellm/integrations/datadog/datadog.py,230,CredAccess,os.getenv
litellm,litellm/integrations/datadog/datadog_cost_management.py,49,CredAccess,os.getenv
litellm,litellm/integrations/datadog/datadog_cost_management.py,50,CredAccess,os.getenv
litellm,litellm/integrations/datadog/datadog_llm_obs.py,64,CredAccess,os.getenv
litellm,litellm/integrations/datadog/datadog_llm_obs.py,70,CredAccess,os.getenv
litellm,litellm/integrations/datadog/datadog_metrics.py,32,CredAccess,os.getenv
litellm,litellm/integrations/datadog/datadog_metrics.py,33,CredAccess,os.getenv
litellm,litellm/integrations/deepeval/deepeval.py,24,CredAccess,os.getenv
litellm,litellm/integrations/focus/destinations/factory.py,49,CredAccess,os.getenv
litellm,litellm/integrations/focus/destinations/factory.py,50,CredAccess,os.getenv
litellm,litellm/integrations/focus/destinations/factory.py,51,CredAccess,os.getenv
litellm,litellm/integrations/focus/destinations/factory.py,58,CredAccess,os.getenv
litellm,litellm/integrations/focus/destinations/factory.py,59,CredAccess,os.getenv
litellm,litellm/integrations/focus/destinations/factory.py,78,CredAccess,os.getenv
litellm,litellm/integrations/focus/destinations/vantage_destination.py,154,SendExt,client.post
litellm,litellm/integrations/gcs_bucket/gcs_bucket_base.py,92,CredAccess,os.getenv
litellm,litellm/integrations/langfuse/langfuse.py,98,CredAccess,os.getenv
litellm,litellm/integrations/langfuse/langfuse.py,99,CredAccess,os.getenv
litellm,litellm/integrations/langfuse/langfuse.py,171,CredAccess,os.getenv
litellm,litellm/integrations/langfuse/langfuse.py,176,CredAccess,os.getenv
litellm,litellm/integrations/langfuse/langfuse.py,177,CredAccess,os.getenv
litellm,litellm/integrations/langfuse/langfuse_otel.py,263,CredAccess,os.environ.get
litellm,litellm/integrations/langfuse/langfuse_otel.py,264,CredAccess,os.environ.get
litellm,litellm/integrations/langfuse/langfuse_otel.py,311,CredAccess,os.environ.get
litellm,litellm/integrations/langfuse/langfuse_otel.py,312,CredAccess,os.environ.get
litellm,litellm/integrations/levo/levo.py,52,CredAccess,os.environ.get
litellm,litellm/integrations/mavvrik_focus/mavvrik_focus_logger.py,101,CredAccess,os.getenv
litellm,litellm/integrations/newrelic/newrelic.py,96,CredAccess,os.getenv
litellm,litellm/integrations/otel/presets/agentops.py,122,SendExt,client.post
litellm,litellm/integrations/vantage/vantage_logger.py,46,CredAccess,os.getenv
litellm,litellm/integrations/vantage/vantage_logger.py,47,CredAccess,os.getenv
litellm,litellm/integrations/weave/weave_otel.py,134,CredAccess,os.getenv
litellm,litellm/litellm_core_utils/default_encoding.py,19,CredAccess,os.getenv
litellm,litellm/litellm_core_utils/litellm_logging.py,3426,Exec,subprocess.check_call
litellm,litellm/litellm_core_utils/litellm_logging.py,3452,Exec,subprocess.check_call
litellm,litellm/litellm_core_utils/litellm_logging.py,3455,CredAccess,os.environ.get
litellm,litellm/litellm_core_utils/litellm_logging.py,3456,CredAccess,os.environ.get
litellm,litellm/litellm_core_utils/litellm_logging.py,3868,CredAccess,os.getenv
litellm,litellm/litellm_core_utils/litellm_logging.py,3933,CredAccess,os.getenv
litellm,litellm/llms/anthropic/chat/handler.py,151,SendExt,client.post
litellm,litellm/llms/anthropic/chat/handler.py,91,SendExt,client.post
litellm,litellm/llms/anthropic/chat/handler.py,485,SendExt,client.post
litellm,litellm/llms/anthropic/count_tokens/token_counter.py,60,CredAccess,os.getenv
litellm,litellm/llms/azure/common_utils.py,173,CredAccess,os.getenv
litellm,litellm/llms/azure/common_utils.py,205,SendExt,client.post
litellm,litellm/llms/azure/common_utils.py,286,CredAccess,os.getenv
litellm,litellm/llms/azure/common_utils.py,288,CredAccess,os.getenv
litellm,litellm/llms/azure_ai/agents/handler.py,280,SendExt,client.post
litellm,litellm/llms/azure_ai/agents/handler.py,542,SendExt,client.post
litellm,litellm/llms/azure_ai/agents/handler.py,403,SendExt,client.post
litellm,litellm/llms/azure_ai/anthropic/handler.py,188,SendExt,client.post
litellm,litellm/llms/azure_ai/anthropic/count_tokens/token_counter.py,62,CredAccess,os.getenv
litellm,litellm/llms/azure_ai/embed/handler.py,115,SendExt,client.post
litellm,litellm/llms/azure_ai/embed/handler.py,72,SendExt,client.post
litellm,litellm/llms/base_llm/files/azure_blob_storage_backend.py,215,SendExt,client.patch
litellm,litellm/llms/bedrock/base_aws_llm.py,736,CredAccess,os.getenv
litellm,litellm/llms/bedrock/base_aws_llm.py,1067,CredAccess,os.getenv
litellm,litellm/llms/bedrock/chat/converse_handler.py,40,SendExt,client.post
litellm,litellm/llms/bedrock/chat/converse_handler.py,467,SendExt,client.post
litellm,litellm/llms/bedrock/chat/converse_handler.py,215,SendExt,client.post
litellm,litellm/llms/bedrock/chat/invoke_handler.py,294,SendExt,client.post
litellm,litellm/llms/bedrock/chat/invoke_handler.py,210,SendExt,client.post
litellm,litellm/llms/bedrock/chat/invoke_handler.py,1013,SendExt,self.client.post
litellm,litellm/llms/bedrock/chat/invoke_handler.py,1044,SendExt,self.client.post
litellm,litellm/llms/bedrock/chat/invoke_handler.py,1189,SendExt,client.post
litellm,litellm/llms/bedrock/chat/agentcore/transformation.py,657,SendExt,client.post
litellm,litellm/llms/bedrock/chat/agentcore/transformation.py,870,SendExt,client.post
litellm,litellm/llms/bedrock/embed/embedding.py,110,SendExt,client.post
litellm,litellm/llms/bedrock/embed/embedding.py,139,SendExt,client.post
litellm,litellm/llms/bedrock/image_edit/handler.py,109,SendExt,client.post
litellm,litellm/llms/bedrock/image_generation/image_handler.py,114,SendExt,client.post
litellm,litellm/llms/bedrock/rerank/handler.py,108,SendExt,client.post
litellm,litellm/llms/bedrock/rerank/handler.py,38,SendExt,client.post
litellm,litellm/llms/bytez/chat/transformation.py,265,SendExt,client.post
litellm,litellm/llms/bytez/chat/transformation.py,307,SendExt,client.post
litellm,litellm/llms/chatgpt/authenticator.py,33,CredAccess,os.getenv
litellm,litellm/llms/chatgpt/authenticator.py,37,CredAccess,os.getenv
litellm,litellm/llms/chatgpt/authenticator.py,168,SendExt,client.post
litellm,litellm/llms/chatgpt/authenticator.py,259,SendExt,client.post
litellm,litellm/llms/chatgpt/authenticator.py,291,SendExt,client.post
litellm,litellm/llms/chatgpt/authenticator.py,97,Overwrite,open
litellm,litellm/llms/chatgpt/authenticator.py,205,SendExt,client.post
litellm,litellm/llms/codestral/completion/handler.py,58,SendExt,client.post
litellm,litellm/llms/cohere/embed/handler.py,166,SendExt,client.post
litellm,litellm/llms/cohere/embed/handler.py,82,SendExt,client.post
litellm,litellm/llms/custom_httpx/httpx_handler.py,54,SendExt,self.client.post
litellm,litellm/llms/custom_httpx/llm_http_handler.py,3556,SendExt,client.client.post
litellm,litellm/llms/custom_httpx/llm_http_handler.py,1305,SendExt,client.post
litellm,litellm/llms/custom_httpx/llm_http_handler.py,1606,SendExt,client.post
litellm,litellm/llms/custom_httpx/llm_http_handler.py,3590,SendExt,client.client.post
litellm,litellm/llms/custom_httpx/llm_http_handler.py,1766,SendExt,client.post
litellm,litellm/llms/databricks/common_utils.py,336,CredAccess,os.getenv
litellm,litellm/llms/databricks/common_utils.py,235,SendExt,requests.post
litellm,litellm/llms/databricks/responses/transformation.py,48,CredAccess,os.getenv
litellm,litellm/llms/gigachat/authenticator.py,172,SendExt,client.post
litellm,litellm/llms/gigachat/authenticator.py,207,SendExt,client.post
litellm,litellm/llms/gigachat/file_handler.py,124,SendExt,client.post
litellm,litellm/llms/gigachat/file_handler.py,192,SendExt,client.post
litellm,litellm/llms/github_copilot/authenticator.py,31,CredAccess,os.getenv
litellm,litellm/llms/github_copilot/authenticator.py,160,CredAccess,os.getenv
litellm,litellm/llms/github_copilot/authenticator.py,282,CredAccess,os.getenv
litellm,litellm/llms/github_copilot/authenticator.py,37,CredAccess,os.getenv
litellm,litellm/llms/github_copilot/authenticator.py,39,CredAccess,os.getenv
litellm,litellm/llms/github_copilot/authenticator.py,109,Overwrite,open
litellm,litellm/llms/github_copilot/authenticator.py,65,Overwrite,open
litellm,litellm/llms/heroku/chat/transformation.py,53,CredAccess,os.getenv
litellm,litellm/llms/huggingface/common_utils.py,76,CredAccess,os.getenv
litellm,litellm/llms/huggingface/common_utils.py,77,CredAccess,os.getenv
litellm,litellm/llms/huggingface/embedding/handler.py,375,SendExt,client.post
litellm,litellm/llms/huggingface/embedding/handler.py,272,SendExt,client.post
litellm,litellm/llms/langgraph/chat/transformation.py,305,SendExt,client.post
litellm,litellm/llms/langgraph/chat/transformation.py,364,SendExt,client.post
litellm,litellm/llms/litellm_proxy/skills/sandbox_executor.py,128,Delete,os.unlink
litellm,litellm/llms/litellm_proxy/skills/sandbox_executor.py,102,Overwrite,open
litellm,litellm/llms/litellm_proxy/skills/sandbox_executor.py,278,Delete,os.unlink
litellm,litellm/llms/nlp_cloud/chat/handler.py,77,SendExt,client.post
litellm,litellm/llms/nvidia_riva/audio_transcription/audio_utils.py,160,Delete,os.unlink
litellm,litellm/llms/oci/chat/transformation.py,660,SendExt,client.post
litellm,litellm/llms/oci/chat/transformation.py,699,SendExt,client.post
litellm,litellm/llms/ollama/common_utils.py,65,CredAccess,os.environ.get
litellm,litellm/llms/ollama/completion/transformation.py,216,CredAccess,os.environ.get
litellm,litellm/llms/oobabooga/chat/oobabooga.py,65,SendExt,client.post
litellm,litellm/llms/openai/common_utils.py,264,CredAccess,os.getenv
litellm,litellm/llms/openai/responses/count_tokens/token_counter.py,54,CredAccess,os.getenv
litellm,litellm/llms/openai_like/chat/handler.py,75,SendExt,client.post
litellm,litellm/llms/openai_like/chat/handler.py,40,SendExt,client.post
litellm,litellm/llms/openai_like/chat/handler.py,175,SendExt,client.post
litellm,litellm/llms/openai_like/chat/handler.py,348,SendExt,client.post
litellm,litellm/llms/openai_like/embedding/handler.py,135,SendExt,self.client.post
litellm,litellm/llms/petals/completion/handler.py,69,SendExt,client.post
litellm,litellm/llms/predibase/chat/handler.py,30,SendExt,client.post
litellm,litellm/llms/sagemaker/chat/transformation.py,132,SendExt,client.post
litellm,litellm/llms/sagemaker/chat/transformation.py,178,SendExt,client.post
litellm,litellm/llms/sagemaker/completion/handler.py,350,SendExt,client.post
litellm,litellm/llms/sap/credentials.py,448,Overwrite,open
litellm,litellm/llms/sap/credentials.py,450,Overwrite,open
litellm,litellm/llms/together_ai/rerank/handler.py,51,SendExt,client.post
litellm,litellm/llms/together_ai/rerank/handler.py,75,SendExt,client.post
litellm,litellm/llms/vertex_ai/vertex_ai_non_gemini.py,292,SendExt,chat.send_message
litellm,litellm/llms/vertex_ai/vertex_ai_non_gemini.py,145,CredAccess,os.getenv
litellm,litellm/llms/vertex_ai/agent_engine/transformation.py,383,SendExt,client.post
litellm,litellm/llms/vertex_ai/agent_engine/transformation.py,441,SendExt,client.post
litellm,litellm/llms/vertex_ai/batches/handler.py,119,SendExt,client.post
litellm,litellm/llms/vertex_ai/batches/handler.py,510,SendExt,client.post
litellm,litellm/llms/vertex_ai/context_caching/vertex_ai_context_caching.py,405,SendExt,client.post
litellm,litellm/llms/vertex_ai/context_caching/vertex_ai_context_caching.py,552,SendExt,client.post
litellm,litellm/llms/vertex_ai/gemini/vertex_and_google_ai_studio_gemini.py,2624,SendExt,client.post
litellm,litellm/llms/vertex_ai/gemini/vertex_and_google_ai_studio_gemini.py,2575,SendExt,client.post
litellm,litellm/llms/vertex_ai/gemini/vertex_and_google_ai_studio_gemini.py,3047,SendExt,client.post
